SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,来源,Swelling Ratio (times),Young's Modulus
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(C1=CC=CC=C1)[*],,5.48572142648158,10.1016_j.polymertesting.2020.106755_part_1.txt_段1_Material3,,305999.99999999977
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,5.507072896756503,10.1177_204124791700800403_part_3.txt_段1_Material1,,321419.9999999998
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,5.676693609624866,10.1039_c6gc01198e_part_2.txt_段1_Material1,,474999.99999999977
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC([*])Cl,,6.361727836017593,10.3139_217.3307_part_2.txt_段1_Material2,,2300000.000000001
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]NC(C(O)=O)CCC([*])=O,,6.14705767102836,10.3390_polym13030452_part_3.txt_段1_Material1,,1403000.000000001
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]OCC[*],,6.016197353512439,10.1016_j.polymer.2015.09.024_part_3.txt_段1_Material3,,1037999.9999999997
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]O[C@H](C)CC([*])=O,,6.146128035678238,10.1007_s10924-021-02073-x_part_2.txt_段1_Material2,,1400000.0000000005
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.334453751150931,10.1177_15280837211019901_part_3.txt_段1_Material1,,2159999.999999999
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]C(C)C[*],,7.276921132065774,10.1016_j.compositesa.2016.08.031_part_2.txt_段1_Material3,,18920000.000000004
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,7.483587296968894,10.1016_j.polymertesting.2020.106680_part_1.txt_段1_Material1,,30449999.99999998
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,7.477121254719663,10.1002_app.36442_part_2.txt_段1_Material3,,30000000.00000001
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.479393896404411,10.1177_09540083211014936_part_1.txt_段1_Material1,,3015739.999999997
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,7.477121254719663,10.1002_app.36442_part_2.txt_段1_Material1,,30000000.00000001
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,8.122543524068755,10.1088_2053-1591_ab3021_part_4.txt_段1_Material2,,132600000.00000018
O=C(N)C([*])C[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,2.8512583487190755,10.1016_j.carbpol.2021.117894_part_2.txt_段1_Material1,,710.0000000000003
O=C(O)C([*])C[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.2552725051033065,10.1108_mmms-04-2017-0019_part_1.txt_段1_Material2,,1800000.0000000016
O=C([*])C(C)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.109915863023793,10.1016_j.matdes.2014.03.016_part_2.txt_段1_Material1,,1287999.9999999986
O=C([*])C(C)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.518513939877887,10.11113_mjfas.v19n1.2754_OA_part_1.txt_段1_Material1,,3299999.9999999967
O=C([*])C(C)O[*],OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,,6.903089986991944,10.1016_j.compositesa.2013.06.003_part_1.txt_段1_Material1,,8000000.000000003
O=C([*])C(C)O[*],[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O,,6.223080397831155,10.1002_app.50443_part_1.txt_段1_Material1,,1671400.0000000002
O=C([*])C(C)O[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,6.15839265038712,10.1007_s10570-018-2061-3_part_4.txt_段1_Material1,,1440100.0000000012
O=C([*])C(C)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,8.146128035678238,10.1080_01694243.2018.1558477_part_1.txt_段1_Material1,,140000000.00000006
O=C([*])C(C)O[*],[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,,5.728256359248493,10.3390_polym13091369_part_5.txt_段1_Material2,,534879.9999999999
O=C([*])C(C)O[*],[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,,6.1525940779274695,10.1016_j.polymer.2020.122724_part_6.txt_段1_Material1,,1420999.999999999
O=C([*])C(C)O[*],[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,,6.4623979978989565,10.37358_mp.20.3.5377_OA_part_2.txt_段1_Material1,,2900000.000000003
O=C([*])C(C)O[*],[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,,6.204119982655925,10.1002_mame.201900323_part_1.txt_段1_Material1,,1600000.000000001
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]C(CCCCCO[*])=O,,6.008600171761918,10.1007_s10853-019-03728-w_part_2.txt_段1_Material2,,1020000.0000000008
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]C(F)(C(F)([*])F)F,,6.113943352306837,10.1177_0954008317723444_part_2.txt_段1_Material2,,1300000.0000000005
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,,6.222456336679247,10.1016_j.memsci.2018.02.039_part_3.txt_段1_Material1,,1669000.0000000026
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]CC(C#N)[*],,5.276461804173244,10.1021_am5047125_part_3.txt_段1_Material1,,188999.99999999985
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]CCN[*],,6.301029995663981,10.3139_217.3655_part_2.txt_段1_Material1,,2000000.0
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,,5.275103949569196,10.1007_s11581-019-03415-5_part_2.txt_段1_Material1,,188409.99999999985
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,6.884795363948981,10.1177_0967391120969503_part_1.txt_段1_Material3,,7669999.999999996
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,O=C([*])CCCCCN[*],,6.7979596437371965,10.1002_pc.25972_part_3.txt_段1_Material1,,6280000.000000006
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,[*]C(C=C1)=CC=C1S[*],,7.505149978319906,10.1016_j.compscitech.2018.10.001_part_4.txt_段1_Material2,,32000000.000000022
O=C([*])CCCCCN[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.284453294010853,10.3390_polym12102323_part_3.txt_段1_Material2,,1925100.000000001
O=C([*])CCCCCN[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.3979400086720375,10.1016_j.polymdegradstab.2014.12.021_part_1.txt_段1_Material3,,2499999.9999999995
O=C([*])CCCCCN[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,4.742725131304698,10.1007_s10965-011-9764-6_part_1.txt_段1_Material1,,55299.99999999995
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],,5.04688519083771,10.1515_adms-2016-0019_part_1.txt_段1_Material1,,111399.9999999999
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],COC(C(C[*])([*])C)=O,,6.068185861746161,10.1002_pen.21879_part_2.txt_段1_Material1,,1169999.999999999
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],C[Si](C)(C[*])O[*],,6.32221929473392,10.1299_transjsme.2014smm0149_part_1.txt_段1_Material1,,2100000.0000000056
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.855525212731306,10.1002_pi.6213_part_1.txt_段1_Material1,,7170100.000000006
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C(O)C([*])C[*],,6.342422680822207,10.1002_app.46529_part_1.txt_段1_Material1,,2200000.000000002
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])C(C)O[*],,6.447158031342219,10.1016_j.compositesb.2017.07.030_part_1.txt_段1_Material2,,2800000.0000000014
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])CCCCCN[*],,6.491361693834273,10.1002_app.33449_part_1.txt_段1_Material1,,3100000.000000003
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C1CCCN1C([*])C[*],,6.32221929473392,10.1088_0957-4484_24_27_275603_part_1.txt_段1_Material1,,2100000.0000000056
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,7.0,10.1155_2012_381342_part_1.txt_段1_Material1,,10000000.0
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C(F)(C(F)([*])F)F,,6.357934847000454,10.1016_j.polymdegradstab.2011.09.019_part_2.txt_段1_Material1,,2280000.000000001
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,6.309757882316366,10.1002_app.37766_part_1.txt_段1_Material1,,2040600.0000000007
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C([H])([H])C(O)([H])[*],,5.751510050270041,10.1166_jnn.2011.3215_part_1.txt_段1_Material1,,564299.9999999998
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C/C=C(C[*])\Cl,,6.290034611362518,10.1179_1743289811x12988633927952_part_1.txt_段1_Material1,,1950000.0000000007
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(C1=CC=CC=C1)[*],,6.301029995663981,10.1177_8756087917691088_part_3.txt_段1_Material2,,2000000.0
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CC(C#N)[*])C1=CC=CC=C1,,6.073351702386901,10.1002_app.49762_part_2.txt_段1_Material3,,1184000.0000000007
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,6.057099097526547,10.1002_pc.22342_part_1.txt_段1_Material1,,1140510.0000000002
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,6.301029995663981,10.1080_03602559.2018.1466167_part_1.txt_段1_Material1,,2000000.0
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.477555332198981,10.1080_03602559.2013.779707_part_1.txt_段1_Material1,,3002999.999999999
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC=CCCC(C#N)[*],,5.99563519459755,10.1080_00222348.2019.1593600_part_2.txt_段1_Material1,,989999.9999999994
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CCCC([*])C(OC)=O,,6.204119982655925,10.1002_vnl.21763_part_1.txt_段1_Material1,,1600000.000000001
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CCCCO[*],,6.089905111439398,10.1007_s10692-018-9912-4_part_1.txt_段1_Material1,,1230000.0000000005
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]OCC[*],,5.043755126968679,10.1155_2016_7089530_part_1.txt_段1_Material2,,110599.99999999993
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.0,10.3390_membranes10050084_part_2.txt_段1_Material1,,1000000.0
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,O=C1CCCN1C([*])C[*],,4.534026106056135,10.1007_s00289-019-02735-w_part_2.txt_段1_Material1,,34200.00000000002
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]CCCCOCCCCOCCCCOCCCCO[*],,6.164352855784437,10.1177_0954008315613423_part_2.txt_段1_Material2,,1460000.0000000002
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]OCC[*],,6.423245873936808,10.1007_s00289-019-03031-3_part_3.txt_段1_Material1,,2650000.0000000005
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.592176757395867,10.4028_www.scientific.net_kem.531-532.73_part_1.txt_段1_Material1,,3910000.0000000033
OCC1OC(C(C(C1O[*])O)O)[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,5.507855871695831,10.1007_s10570-011-9623-y_part_1.txt_段1_Material1,,322000.00000000023
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,,5.045322978786658,10.1080_10601325.2013.792200_part_2.txt_段1_Material4,,111000.00000000004
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.812913356642856,10.1007_s10570-019-02916-w_part_2.txt_段1_Material1,,6500000.000000002
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,,7.0,10.1007_s00226-020-01211-3_part_1.txt_段1_Material2,,10000000.0
[*]C(C)C[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.161368002234975,10.1016_j.compscitech.2012.01.001_part_1.txt_段1_Material1,,1450000.0000000012
[*]C(C)C[*],O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,6.418301291319746,10.1515_polyeng.2011.057_part_1.txt_段1_Material1,,2620000.0000000014
[*]C(C)C[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.176091259055681,10.1016_j.eurpolymj.2015.07.057_part_1.txt_段1_Material1,,1500000.0000000005
[*]C(C)C[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.079181246047625,10.1002_app.38764_part_1.txt_段1_Material1,,1200000.0000000007
[*]C(C)C[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,6.230448921378274,10.1002_pi.5522_part_3.txt_段1_Material1,,1700000.0000000007
[*]C(C)C[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,4.153204900084284,10.1021_la4023079_part_1.txt_段1_Material1,,14229.999999999993
[*]C(C)C[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.357934847000454,10.1016_j.matdes.2020.109004_part_2.txt_段1_Material1,,2280000.000000001
[*]C(C)C[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.298853076409706,10.1002_pc.24237_part_2.txt_段1_Material1,,1989999.9999999988
[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O,OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,,6.969415912353981,10.1002_pc.24847_part_2.txt_段1_Material1,,9320000.0
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.72916478969277,10.1002_adv.21918_part_2.txt_段1_Material1,,5359999.999999997
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.3979400086720375,10.1016_j.matdes.2012.05.052_part_1.txt_段1_Material1,,2499999.9999999995
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.4269989587565375,10.1007_s10692-018-9914-2_part_1.txt_段1_Material1,,2673000.0000000014
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]CC(C#N)[*],,6.3979400086720375,10.3144_expresspolymlett.2012.49_part_2.txt_段1_Material2,,2499999.9999999995
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]CC(C(OCC)=O)[*],,3.556302500767288,10.1039_d1py00076d_part_2.txt_段1_Material1,,3600.0000000000077
[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O,[*]OCC[*],,4.948070481518941,10.1021_acs.iecr.7b00904_part_1.txt_段1_Material1,,88729.99999999991
[*]C(C=C1)=CC=C1S[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.284656282788515,10.1007_s10853-011-5745-8_part_2.txt_段1_Material1,,1925999.999999998
[*]C(CCCCCO[*])=O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,4.812913356642856,10.1039_c7tb00419b_part_6.txt_段1_Material1,,65000.000000000015
[*]C(CCCCCO[*])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,4.4048337166199385,10.1002_app.38408_part_1.txt_段1_Material1,,25400.000000000025
[*]C(CCCCCO[*])=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,5.541579243946581,10.1002_app.49886_part_3.txt_段1_Material1,,347999.9999999999
[*]C(CCCCCO[*])=O,[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,,6.633468455579586,10.1039_c5cc03137k_part_2.txt_段1_Material1,,4299999.999999997
[*]C(F)(C(F)([*])F)F,[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,,4.76789761601809,10.1016_j.matlet.2016.06.074_part_2.txt_段1_Material1,,58599.99999999996
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C/C(C[*])=C/C[*],,4.643452676486188,10.1007_s13233-014-2077-y_part_1.txt_段1_Material2,,44000.00000000005
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,CCCCCCC1=C(SC([*])=C1)[*],,5.811709026696192,10.1002_app.38397_part_2.txt_段1_Material2,,648200.0000000019
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,COC(C(C[*])([*])C)=O,,4.887054378050957,10.1016_j.compscitech.2013.08.011_part_1.txt_段1_Material1,,77099.99999999997
